epoch,train_loss,val_loss,val_acc,val_macro_f1
24,0.401099,0.540280,0.799397,0.769065
25,0.385371,0.701836,0.738979,0.700253
26,0.376573,0.659341,0.771487,0.726350
27,0.365118,0.622958,0.784808,0.754261
28,0.354976,0.594378,0.774818,0.739340
29,0.345930,0.745565,0.734539,0.694441
30,0.334052,0.578354,0.777355,0.744245
31,0.330080,0.658990,0.779099,0.744201
32,0.320486,0.676563,0.778782,0.742588
33,0.312820,0.624307,0.792737,0.756635
34,0.306132,0.808429,0.750238,0.712693
35,0.295868,0.585232,0.790517,0.758826
36,0.293060,0.665303,0.768633,0.736652
37,0.281938,0.613312,0.811925,0.781335
38,0.279479,0.612049,0.791944,0.758302
39,0.271116,0.725836,0.764351,0.727917
40,0.265731,0.996780,0.725024,0.676017
41,0.254272,1.206742,0.730257,0.670976
42,0.252070,0.722919,0.768950,0.734268
43,0.253455,0.571193,0.802728,0.770004
44,0.250709,0.642041,0.793530,0.760328
45,0.246016,0.665421,0.806216,0.768149
46,0.245677,0.774267,0.785125,0.744344
47,0.251222,0.693553,0.794323,0.758170
48,0.245253,0.725151,0.787504,0.750122
49,0.244976,0.717549,0.771012,0.735438
50,0.244568,0.596550,0.803838,0.772427
51,0.243714,0.709873,0.760387,0.733414
52,0.241122,0.696260,0.804631,0.769426
53,0.240931,0.596620,0.805582,0.774973
54,0.242528,0.805887,0.743895,0.701902
55,0.242991,0.713930,0.763717,0.728503
56,0.239350,0.604694,0.795750,0.765041
57,0.239136,0.716408,0.787028,0.753922
58,0.242222,0.724736,0.767523,0.743795
59,0.239165,0.835680,0.774500,0.738330
60,0.240297,0.655883,0.800825,0.768466
61,0.239620,0.630655,0.793847,0.759955
62,0.238630,0.628741,0.802569,0.772295
63,0.235085,0.715179,0.801142,0.762388
64,0.238033,0.690751,0.763559,0.729576
65,0.228631,0.699834,0.777038,0.741721
66,0.236632,0.670575,0.796067,0.759217
67,0.234415,0.724169,0.775611,0.742949
68,0.232917,0.781324,0.766254,0.729927
69,0.232305,0.704112,0.782905,0.756207
70,0.234973,0.719842,0.767523,0.740939
71,0.232828,0.646508,0.806375,0.771659
72,0.232475,0.852923,0.755154,0.712523
73,0.231680,1.030424,0.757374,0.721880
74,0.232285,0.733125,0.808595,0.769999
75,0.229861,0.648207,0.814304,0.779880
76,0.231037,0.692439,0.780685,0.746551
77,0.229683,0.640677,0.791786,0.761758
78,0.229697,0.641658,0.806692,0.772165
79,0.228238,0.717889,0.802410,0.766145
80,0.226217,0.636551,0.801300,0.768546
81,0.226105,0.598664,0.807961,0.777284
82,0.225320,0.757506,0.761021,0.727491
83,0.227651,0.796868,0.774818,0.748726
84,0.226701,0.699575,0.789248,0.759952
85,0.224058,0.711187,0.776562,0.741143
86,0.225835,0.658706,0.785760,0.754346
87,0.221797,0.662366,0.786394,0.753422
88,0.225952,0.655118,0.807326,0.769269
89,0.226721,0.657071,0.786077,0.749784
90,0.224704,0.720670,0.773866,0.740364
91,0.228860,0.886568,0.745005,0.704465
92,0.223413,0.723682,0.773232,0.739961
93,0.220794,0.619431,0.814462,0.782522
94,0.222121,0.856010,0.774818,0.740719
95,0.223715,0.637568,0.794323,0.762398
96,0.225033,0.682402,0.788297,0.751313
97,0.226855,0.698563,0.794006,0.759998
98,0.224270,0.639178,0.785918,0.753913
99,0.221600,0.661818,0.783381,0.747680
100,0.226104,0.731580,0.785760,0.749900
1,1.424518,1.287558,0.482398,0.437743
2,1.063623,0.972178,0.595940,0.569272
3,0.906668,0.949935,0.613701,0.561695
4,0.815604,0.652008,0.733904,0.705096
5,0.755283,0.736677,0.698858,0.638792
6,0.712107,0.640773,0.735173,0.687273
7,0.672226,0.593526,0.771963,0.739405
8,0.646265,0.647228,0.716936,0.677679
9,0.617197,0.582700,0.763559,0.728407
10,0.591903,0.635605,0.758484,0.707455
11,0.567114,0.557240,0.769426,0.729434
12,0.544696,0.602836,0.784174,0.752059
13,0.524097,0.522249,0.800983,0.769082
14,0.502064,0.737326,0.717571,0.675179
15,0.485635,0.677045,0.754044,0.718496
16,0.472935,0.588351,0.784174,0.746265
17,0.457198,0.536761,0.808595,0.777008
18,0.440003,0.558655,0.798922,0.772402
19,0.425322,0.576686,0.789090,0.760490
20,0.416811,0.892789,0.701237,0.661647
21,0.402843,0.694241,0.771805,0.727619
22,0.394326,0.801636,0.778148,0.737831
23,0.381994,0.651778,0.785442,0.750314
24,0.374007,0.604507,0.782905,0.751508
25,0.364215,0.698654,0.759753,0.712042
26,0.352136,0.663617,0.774025,0.741165
27,0.345173,0.746314,0.750238,0.711649
28,0.332855,0.573604,0.810815,0.784651
29,0.328039,0.620506,0.790676,0.758591
30,0.317626,0.687028,0.768792,0.732808
31,0.308827,0.913037,0.755630,0.720211
32,0.302757,0.674391,0.800190,0.764179
33,0.296407,0.708302,0.762924,0.727714
34,0.290583,0.697359,0.794799,0.764983
35,0.284914,0.746843,0.772756,0.732209
36,0.280960,0.853511,0.765461,0.733834
37,0.275154,0.811870,0.769585,0.727361
38,0.267402,0.868417,0.764510,0.726686
39,0.260544,0.838906,0.754837,0.716651
40,0.260554,0.621459,0.811925,0.779893
41,0.242897,0.680250,0.781478,0.749801
42,0.239449,0.765934,0.774342,0.739553
43,0.238874,0.733197,0.769426,0.735882
44,0.238999,0.669257,0.799080,0.767556
45,0.233770,0.609568,0.818585,0.788674
46,0.234586,0.733732,0.792420,0.761572
47,0.236147,0.680361,0.803996,0.772010
48,0.236167,0.749915,0.792103,0.754331
49,0.233744,0.719673,0.810974,0.776773
50,0.236873,0.642033,0.810339,0.781427
51,0.232055,0.754636,0.772756,0.737364
52,0.231529,0.736217,0.786394,0.753911
53,0.231423,0.680694,0.810022,0.774154
54,0.228094,0.763717,0.799556,0.765408
55,0.231801,0.681094,0.789724,0.758641
56,0.229171,0.639454,0.803362,0.773400
57,0.230331,0.918234,0.756740,0.716116
58,0.229787,0.900375,0.754837,0.717684
59,0.225485,0.707809,0.798922,0.764190
60,0.226696,0.646006,0.802886,0.772082
61,0.228464,0.915841,0.768316,0.737741
62,0.225477,0.739620,0.801935,0.766174
63,0.226715,0.944483,0.742943,0.706259
64,0.225740,0.743188,0.786552,0.755449
65,0.225678,0.837411,0.756581,0.722095
66,0.223884,0.743320,0.789248,0.756645
67,0.224492,0.637239,0.814145,0.785092
68,0.223756,0.856095,0.781637,0.745764
69,0.221647,0.824753,0.770219,0.734107
70,0.220397,0.932277,0.758325,0.708159
71,0.221774,0.876009,0.742785,0.701488
72,0.220805,0.711527,0.796384,0.766686
73,0.215607,0.796322,0.766096,0.731896
74,0.218646,0.791207,0.774500,0.743016
75,0.219939,0.883246,0.772439,0.740703
76,0.216362,0.669601,0.804948,0.772993
77,0.218894,0.855719,0.751665,0.716963
78,0.221948,0.634625,0.816524,0.787831
79,0.213942,0.820384,0.749762,0.711452
80,0.218207,0.768101,0.814462,0.782092
81,0.217073,0.936357,0.767047,0.734073
82,0.216987,0.811416,0.792261,0.757484
83,0.216806,0.817533,0.794481,0.755059
84,0.213169,0.729476,0.795116,0.760196
85,0.214744,0.717908,0.813352,0.781714
86,0.216736,0.784306,0.791944,0.750694
87,0.213029,0.733619,0.777355,0.744287
88,0.215793,0.760051,0.771805,0.737651
89,0.214464,1.027453,0.706629,0.672365
90,0.215982,0.742676,0.785601,0.746836
91,0.216346,0.688133,0.802252,0.770748
92,0.214149,0.792883,0.795116,0.764472
93,0.212106,0.807403,0.776403,0.745508
94,0.215750,0.712016,0.801935,0.769138
95,0.212704,0.715651,0.792103,0.758258
96,0.216848,1.028067,0.744212,0.699447
97,0.213144,0.863664,0.747859,0.717256
98,0.211694,0.717571,0.803679,0.773696
99,0.212408,1.164259,0.688868,0.664396
100,0.213041,0.727899,0.768474,0.736474
1,1.429888,1.423297,0.416429,0.364198
2,1.106790,0.958660,0.616239,0.553172
3,0.937373,0.897780,0.615287,0.526604
4,0.828868,0.831953,0.673644,0.640175
5,0.754781,0.641614,0.724231,0.687453
6,0.708760,0.686415,0.694418,0.637447
7,0.665613,0.605575,0.736917,0.696431
8,0.638516,0.819727,0.692991,0.643481
9,0.611052,0.723921,0.720425,0.674063
10,0.592513,0.694094,0.702664,0.653704
11,0.573720,0.685494,0.713923,0.681172
12,0.557364,0.614021,0.755154,0.707739
13,0.535620,0.657634,0.751507,0.705088
14,0.523935,0.749252,0.744053,0.700122
15,0.505329,0.616346,0.755947,0.713728
16,0.485121,0.630208,0.746432,0.701093
17,0.475560,0.808620,0.707580,0.658156
18,0.461943,0.569232,0.787663,0.750583
19,0.442257,1.044130,0.658103,0.621157
20,0.431361,0.526181,0.802569,0.771012
21,0.418682,0.800890,0.743736,0.686601
22,0.407926,0.701774,0.777672,0.740992
23,0.398304,1.188258,0.605138,0.580149
24,0.385365,0.681943,0.753727,0.717811
25,0.378210,0.608918,0.775611,0.734042
26,0.363383,0.536715,0.795750,0.760320
27,0.357295,0.607831,0.789407,0.750280
28,0.352258,0.774961,0.781954,0.740609
29,0.340371,0.621955,0.787345,0.759019
30,0.330297,0.732718,0.765461,0.730464
31,0.323903,1.001408,0.749604,0.707725
32,0.314039,0.822695,0.735966,0.700259
33,0.309842,0.665342,0.777831,0.743364
34,0.305287,0.587174,0.798446,0.767138
35,0.295364,0.575382,0.806216,0.772222
36,0.289225,0.590379,0.795274,0.765875
37,0.283718,0.688553,0.776086,0.742965
38,0.281308,0.609656,0.801776,0.768896
39,0.271273,0.793906,0.736441,0.695536
40,0.266016,0.554147,0.811767,0.778923
41,0.252493,0.739466,0.776721,0.744398
42,0.248092,0.519989,0.809388,0.780914
43,0.245104,0.530637,0.815414,0.785108
44,0.244017,0.679128,0.766096,0.729927
45,0.245275,0.600482,0.786552,0.760048
46,0.245975,0.625896,0.795274,0.766532
47,0.247482,0.547398,0.811449,0.779949
48,0.246354,0.649427,0.800349,0.771426
49,0.243097,0.657283,0.795433,0.770259
50,0.245473,0.675880,0.783539,0.751854
51,0.242961,0.694394,0.777513,0.736868
52,0.246775,1.010290,0.782271,0.744744
53,0.241326,0.661152,0.785442,0.752509
54,0.241195,0.897637,0.727402,0.680969
55,0.238650,0.622274,0.808436,0.779529
56,0.241383,0.548318,0.821123,0.792244
57,0.237483,0.651612,0.792261,0.760156
58,0.235570,0.772488,0.782271,0.746971
59,0.238487,0.907796,0.751982,0.716825
60,0.238526,0.574227,0.825087,0.795255
61,0.238866,0.522436,0.824770,0.797825
62,0.238185,0.761669,0.769267,0.740784
63,0.236403,0.619185,0.794006,0.763532
64,0.231966,0.604540,0.799239,0.770038
65,0.231049,0.741462,0.791786,0.761251
66,0.235771,0.809882,0.768792,0.730799
67,0.233242,0.619749,0.807961,0.772288
68,0.232718,0.588251,0.799715,0.771729
69,0.235162,0.726404,0.792103,0.757958
70,0.230664,0.697310,0.760228,0.730328
71,0.229583,0.547600,0.804155,0.776089
72,0.230453,0.674575,0.788297,0.760900
73,0.231355,1.147189,0.747383,0.704045
74,0.229798,0.683850,0.800983,0.768699
75,0.227141,0.645968,0.808119,0.780341
76,0.229497,0.648721,0.802886,0.774836
77,0.229682,0.855967,0.762924,0.727714
78,0.223597,0.742789,0.791310,0.754075
79,0.225904,0.717463,0.771329,0.733032
80,0.225651,0.573556,0.807644,0.778401
81,0.222595,0.699276,0.794323,0.759692
82,0.226866,0.610488,0.801300,0.779336
83,0.222908,0.829686,0.735014,0.692576
84,0.224316,0.701422,0.763400,0.728840
85,0.224126,0.627130,0.791627,0.759628
86,0.225415,0.749663,0.776245,0.733290
87,0.226166,0.750527,0.767682,0.729502
88,0.224812,0.535280,0.828100,0.800926
89,0.219527,0.567120,0.829052,0.801004
90,0.223478,0.582034,0.807802,0.781327
91,0.227033,0.720076,0.800349,0.767661
92,0.225543,0.920089,0.782271,0.743749
93,0.224874,0.713335,0.793847,0.761273
94,0.226104,0.578966,0.810974,0.782971
95,0.227711,0.666810,0.795274,0.757908
96,0.226164,0.621025,0.799080,0.768571
97,0.227777,0.554297,0.819537,0.792639
98,0.225030,0.656400,0.788931,0.752731
99,0.224595,0.623462,0.800825,0.768903
100,0.219820,0.669730,0.774500,0.743246
1,1.474802,1.339628,0.471614,0.442561
2,1.115571,0.985057,0.584206,0.502747
3,0.949570,0.904956,0.615604,0.550102
4,0.844126,0.741872,0.686648,0.632017
5,0.769070,0.656220,0.704250,0.657167
6,0.713472,0.733452,0.684586,0.626293
7,0.671327,0.653982,0.702823,0.655483
8,0.630756,0.845980,0.741040,0.687236
9,0.608911,0.767787,0.709324,0.668772
10,0.580141,0.665579,0.736441,0.692549
11,0.553061,0.652326,0.767523,0.722613
12,0.531855,0.612571,0.783539,0.744845
13,0.510834,0.649699,0.781002,0.741286
14,0.489757,0.645269,0.798287,0.767898
15,0.473195,0.633568,0.755788,0.728076
16,0.457677,0.655936,0.749286,0.711129
17,0.443541,0.892655,0.690454,0.624432
18,0.424365,0.898267,0.715668,0.655393
19,0.418980,0.605118,0.767682,0.729108
20,0.407233,0.732874,0.734063,0.700840
21,0.388858,0.698978,0.752617,0.710612
22,0.379569,0.697148,0.784015,0.746479
23,0.371452,0.704826,0.771963,0.735877
24,0.359260,0.947123,0.676657,0.612287
25,0.345614,0.765634,0.745005,0.700845
26,0.339818,0.658763,0.789248,0.754634
27,0.333017,0.607905,0.779258,0.745398
28,0.320909,0.624634,0.781161,0.743844
29,0.315044,0.772589,0.745956,0.709295
30,0.309845,0.765024,0.769109,0.729562
31,0.301390,0.901066,0.737393,0.684786
32,0.292237,0.941270,0.732794,0.688017
33,0.287131,0.633020,0.776879,0.740589
34,0.275124,0.740741,0.753885,0.714352
35,0.275558,0.646872,0.784650,0.746397
36,0.268794,0.607131,0.809071,0.775683
37,0.262196,0.757129,0.746432,0.706749
38,0.255436,0.837624,0.741199,0.699883
39,0.255921,0.751036,0.789565,0.752006
40,0.249393,0.579546,0.805423,0.773619
41,0.234055,0.626142,0.795274,0.764267
42,0.229900,0.668458,0.793213,0.759637
43,0.231904,0.646059,0.771329,0.736764
44,0.230953,0.708636,0.791310,0.754517
45,0.229205,0.618373,0.792896,0.756579
46,0.230517,0.804876,0.770853,0.725967
47,0.228869,0.558473,0.806692,0.776542
48,0.227253,0.722034,0.784650,0.750895
49,0.223579,0.705282,0.783381,0.748359
50,0.223842,0.748765,0.794164,0.751110
51,0.224621,0.853770,0.776403,0.737924
52,0.223471,0.658462,0.791627,0.757351
53,0.224134,0.662037,0.786394,0.752412
54,0.225370,0.898223,0.768157,0.721128
55,0.219057,0.751310,0.774183,0.735916
56,0.219508,0.654305,0.803362,0.771481
57,0.219135,0.795570,0.769902,0.727080
58,0.222918,0.710831,0.784808,0.750832
59,0.223355,0.731757,0.795116,0.759784
60,0.220052,0.723626,0.792261,0.757945
61,0.219138,0.559684,0.813511,0.784389
62,0.217839,0.973504,0.761497,0.725702
63,0.217973,0.682236,0.791151,0.760855
64,0.220936,1.004701,0.745163,0.693805
65,0.216038,0.924038,0.749762,0.710487
66,0.215262,0.965176,0.747225,0.706134
67,0.220966,0.657167,0.791310,0.756893
68,0.215350,0.856556,0.775769,0.734031
69,0.215771,0.603626,0.807168,0.773835
70,0.216084,0.889147,0.753092,0.708820
71,0.215291,0.673461,0.792578,0.761054
72,0.213016,0.800824,0.780685,0.742465
73,0.212789,0.819452,0.774342,0.740466
74,0.218811,0.698271,0.788614,0.755864
75,0.211690,0.719398,0.789883,0.750665
76,0.214569,0.835495,0.790041,0.750574
77,0.211077,0.592869,0.793847,0.763466
78,0.210935,0.777449,0.781002,0.741176
79,0.212954,0.681481,0.784967,0.752385
80,0.211802,0.808634,0.776879,0.741354
81,0.210671,0.677003,0.790517,0.751510
82,0.206502,0.703186,0.773073,0.737411
83,0.208933,0.725480,0.772915,0.729021
84,0.206634,0.752606,0.772598,0.736713
85,0.207968,0.704407,0.776403,0.739465
86,0.209437,0.753426,0.770377,0.733207
87,0.207043,0.568350,0.812559,0.782761
88,0.206989,0.656713,0.796067,0.766428
89,0.212053,0.681493,0.803679,0.765253
90,0.209328,0.772535,0.770219,0.731765
91,0.208126,0.684800,0.780368,0.747085
92,0.207906,0.980243,0.731050,0.685833
93,0.207723,0.622941,0.797177,0.768109
94,0.210944,0.754865,0.789248,0.757621
95,0.208449,0.779707,0.771963,0.736750
96,0.212355,0.625586,0.787504,0.753490
97,0.208661,0.700548,0.779892,0.751055
98,0.212677,0.802355,0.753727,0.714444
99,0.207714,0.971952,0.727720,0.676783
100,0.208858,0.664208,0.800032,0.766043
1,1.458323,1.566776,0.345227,0.354508
2,1.111727,1.305995,0.493181,0.444139
3,0.955855,0.864904,0.636061,0.581289
4,0.866807,0.824178,0.660958,0.611032
5,0.795432,0.679184,0.709483,0.670212
6,0.740159,0.764179,0.693784,0.622501
7,0.696754,0.640274,0.734856,0.692281
8,0.661733,0.758527,0.681890,0.654022
9,0.635446,0.702884,0.752141,0.701595
10,0.603566,0.555524,0.779099,0.744692
11,0.581627,0.625371,0.756422,0.712342
12,0.556697,0.741607,0.727244,0.679537
13,0.537072,0.679134,0.739137,0.684426
14,0.516709,0.700310,0.745005,0.705634
15,0.495276,0.671053,0.752934,0.714820
16,0.481388,0.583200,0.784808,0.749300
17,0.463744,0.565134,0.786552,0.753275
18,0.450230,0.611988,0.778148,0.745001
19,0.439052,0.659135,0.774500,0.742255
20,0.424318,0.782381,0.734539,0.694932
21,0.415746,0.637188,0.775293,0.735443
22,0.400464,0.592477,0.785601,0.752635
23,0.392122,0.641194,0.767047,0.732198
24,0.384218,0.803426,0.731367,0.672721
25,0.370610,0.705198,0.762766,0.720146
26,0.360739,0.721677,0.737076,0.701517
27,0.349139,0.687144,0.761021,0.720249
28,0.346415,0.690353,0.745322,0.705281
29,0.333008,0.690634,0.780209,0.741086
30,0.325951,0.669787,0.781002,0.742039
31,0.317310,0.590355,0.790517,0.756176
32,0.309085,0.656643,0.762607,0.727349
33,0.302307,0.697607,0.768157,0.732616
34,0.295694,0.659056,0.771646,0.737144
35,0.286907,0.649099,0.767047,0.737211
36,0.281553,0.563931,0.799239,0.768174
37,0.275625,0.830733,0.769109,0.728973
38,0.269253,0.951216,0.707422,0.673880
39,0.262269,0.746299,0.776562,0.736813
40,0.255588,0.699954,0.790834,0.751671
41,0.247151,0.690702,0.771170,0.737800
42,0.243731,0.641460,0.778465,0.742671
43,0.239517,0.769600,0.753568,0.714787
44,0.240851,0.631794,0.791944,0.757171
45,0.234717,0.592365,0.797177,0.764358
46,0.236981,0.663533,0.776562,0.743027
47,0.233180,0.679418,0.780844,0.744067
48,0.236577,0.658121,0.807644,0.775347
49,0.232985,0.751745,0.784015,0.752321
50,0.237163,0.717176,0.790517,0.754808
51,0.235291,0.641521,0.783539,0.748416
52,0.234174,0.616467,0.814304,0.781862
53,0.233780,0.646697,0.793530,0.763593
54,0.234083,0.764668,0.772598,0.736075
55,0.232293,0.720507,0.783539,0.750529
56,0.232982,0.862869,0.767999,0.729603
57,0.230258,0.722412,0.793847,0.756442
58,0.230676,0.642058,0.792103,0.758933
59,0.228134,0.676282,0.784967,0.746267
60,0.232994,0.745851,0.782112,0.746616
61,0.226444,0.812213,0.759277,0.719251
62,0.228993,0.630541,0.797336,0.766654
63,0.228337,0.812694,0.743578,0.696290
64,0.225182,0.845608,0.763241,0.724894
65,0.227698,0.621153,0.802886,0.771469
66,0.225174,0.829451,0.738662,0.704537
67,0.224210,0.691035,0.766572,0.730579
68,0.225611,0.617616,0.800666,0.769008
69,0.224288,0.734780,0.774818,0.738341
70,0.222339,0.697523,0.794799,0.763019
71,0.221727,0.727068,0.757533,0.713976
72,0.218383,0.951806,0.723755,0.688525
73,0.219898,0.642291,0.806533,0.772456
74,0.216138,0.996267,0.745005,0.692620
75,0.219186,0.832335,0.755947,0.717164
76,0.220285,0.645160,0.791151,0.758673
77,0.220159,1.106456,0.735014,0.685960
78,0.221976,0.718154,0.766413,0.728924
79,0.217898,0.736328,0.767999,0.726825
80,0.218569,0.770471,0.765937,0.742029
81,0.217831,0.915704,0.728671,0.679017
82,0.214712,0.707705,0.767206,0.731515
83,0.217226,0.730087,0.772756,0.737704
84,0.212024,0.916394,0.736441,0.693463
85,0.217530,0.692602,0.786235,0.750351
86,0.216500,0.669084,0.777989,0.744509
87,0.214456,0.848142,0.741833,0.697053
88,0.217083,0.635334,0.784174,0.750837
89,0.211658,0.637950,0.776086,0.743417
90,0.216382,0.689801,0.786870,0.752132
91,0.215205,0.754492,0.773549,0.734230
92,0.216690,0.743286,0.774342,0.738204
93,0.218793,0.927033,0.744053,0.697822
94,0.215234,0.808462,0.762131,0.733757
95,0.213826,0.869092,0.751189,0.710167
96,0.210292,0.839542,0.750714,0.708558
97,0.215656,0.779433,0.758008,0.717662
98,0.216953,0.809242,0.745322,0.717169
99,0.215674,0.723535,0.767206,0.734755
100,0.214108,0.614885,0.800190,0.768384
1,1.464310,1.314665,0.488107,0.451612
2,1.143164,0.934119,0.624960,0.578285
3,0.955205,0.885823,0.643990,0.605015
4,0.835818,0.803813,0.695528,0.631177
5,0.766500,0.701615,0.692515,0.645363
6,0.717422,0.756212,0.677291,0.634883
7,0.677947,0.888868,0.672376,0.649884
8,0.648595,0.872431,0.675547,0.618857
9,0.619551,0.647241,0.759277,0.700892
10,0.598174,0.854092,0.669997,0.619094
11,0.573213,0.770986,0.704250,0.662983
12,0.557062,0.821946,0.701713,0.656598
13,0.534957,0.691369,0.716619,0.668149
14,0.515074,0.621543,0.764034,0.723279
15,0.503023,0.701198,0.734063,0.698493
16,0.482565,0.584871,0.781002,0.742255
17,0.466281,0.698119,0.734380,0.686261
18,0.455277,0.597320,0.769426,0.726691
19,0.442949,0.678830,0.747859,0.702276
20,0.428434,0.602127,0.762607,0.725361
21,0.416640,0.675277,0.754044,0.719187
22,0.405403,0.664058,0.777513,0.738108
23,0.394264,0.792518,0.713923,0.682807
24,0.386007,0.652280,0.760704,0.725133
25,0.372057,0.602526,0.784174,0.750339
26,0.365828,0.644678,0.760070,0.731275
27,0.350032,0.811012,0.708056,0.661418
28,0.345589,0.627834,0.780209,0.740017
29,0.334741,0.674492,0.779575,0.746232
30,0.329317,0.635840,0.770853,0.737293
31,0.323234,0.646331,0.764193,0.727954
32,0.315104,0.726228,0.746273,0.716105
33,0.306421,0.588181,0.793530,0.762887
34,0.296553,0.722130,0.780685,0.738899
35,0.285641,0.811061,0.766730,0.717056
36,0.279600,0.712210,0.766096,0.732866
37,0.278900,0.551195,0.811449,0.782599
38,0.268528,0.695583,0.791468,0.757086
39,0.265577,0.715977,0.759118,0.721034
40,0.258374,0.632404,0.798922,0.770525
41,0.243956,0.842584,0.779575,0.738420
42,0.238945,0.669937,0.778782,0.746275
43,0.239150,0.711978,0.786394,0.746189
44,0.234336,0.697463,0.778148,0.745365
45,0.237316,0.663037,0.774818,0.741711
46,0.236082,0.773250,0.774500,0.731396
47,0.234466,0.824638,0.731208,0.686406
48,0.235897,0.667893,0.786870,0.755198
49,0.236636,0.634581,0.776086,0.742208
50,0.234220,0.834633,0.753092,0.716884
51,0.232815,0.683313,0.775293,0.740593
52,0.231715,0.708660,0.781954,0.746866
53,0.230621,0.745409,0.761021,0.728933
54,0.234150,0.659985,0.781795,0.749277
55,0.231732,0.862853,0.780368,0.738536
56,0.229623,0.666420,0.801459,0.764511
57,0.227615,0.771994,0.769743,0.739123
58,0.228561,0.733311,0.769426,0.730157
59,0.230703,0.835401,0.767999,0.733176
60,0.226604,0.766987,0.777355,0.740526
61,0.226745,0.874917,0.717571,0.678055
62,0.224268,0.684673,0.794006,0.765506
63,0.224419,0.599124,0.799715,0.768900
64,0.223652,0.791880,0.795909,0.768395
65,0.225276,0.958811,0.748493,0.704326
66,0.222413,0.733512,0.747225,0.707596
67,0.226737,0.745595,0.798922,0.766833
68,0.220311,0.606332,0.804155,0.775057
69,0.223583,0.729900,0.777831,0.743452
70,0.220092,0.703478,0.795592,0.763057
71,0.216981,0.640517,0.794957,0.765680
72,0.223006,0.661562,0.816048,0.780749
73,0.221706,0.719581,0.775611,0.739493
74,0.218686,0.716928,0.793689,0.760531
75,0.219829,0.615544,0.791786,0.758884
76,0.219044,0.754398,0.777513,0.745576
77,0.216029,0.686295,0.790834,0.760472
78,0.215304,0.698464,0.774342,0.742273
79,0.217944,0.726096,0.786552,0.757224
80,0.216280,0.757723,0.784332,0.750508
81,0.216066,0.748779,0.767206,0.733104
82,0.216712,0.655791,0.798763,0.766668
83,0.213527,0.645422,0.796226,0.764537
84,0.214727,0.775367,0.766730,0.727189
85,0.211511,0.683037,0.784650,0.755979
86,0.211808,0.894809,0.760070,0.714170
87,0.214101,0.615762,0.809388,0.779734
88,0.214903,0.756348,0.803362,0.773733
89,0.212234,0.597827,0.813511,0.785078
90,0.211030,0.684158,0.784808,0.752021
91,0.212926,0.985876,0.745956,0.704431
92,0.212575,0.693161,0.786870,0.755793
93,0.213993,0.666310,0.795750,0.763966
94,0.213917,0.691662,0.796702,0.762171
95,0.214583,0.723161,0.776879,0.745458
96,0.216016,0.699831,0.803203,0.771849
97,0.211654,0.814878,0.786077,0.748613
98,0.213591,0.772735,0.772122,0.733537
99,0.214196,0.691998,0.785442,0.746457
100,0.214675,0.698243,0.767523,0.732532
1,1.469685,1.232002,0.521567,0.499225
2,1.160103,1.098940,0.581510,0.552310
3,0.978321,0.770457,0.692356,0.658526
4,0.862025,0.718193,0.708214,0.686650
5,0.784113,0.709873,0.726927,0.679876
6,0.733627,0.749687,0.737710,0.684218
7,0.693995,0.664046,0.707104,0.661086
8,0.666652,0.651352,0.741199,0.696913
9,0.636467,0.624538,0.738027,0.699402
10,0.608809,0.624550,0.766889,0.720994
11,0.587654,0.614726,0.772915,0.730639
12,0.565493,0.849865,0.717412,0.659617
13,0.552473,0.788349,0.694577,0.652162
14,0.524665,1.028859,0.677609,0.623853
15,0.509994,0.732351,0.725658,0.681695
16,0.493510,0.587841,0.784015,0.748095
17,0.478250,0.681846,0.746749,0.703199
18,0.470830,0.714433,0.761021,0.724411
19,0.453105,0.617471,0.774818,0.738875
20,0.438444,1.128654,0.662068,0.608868
21,0.426529,0.562862,0.781319,0.748334
22,0.414407,0.829365,0.730257,0.683649
23,0.405652,0.733143,0.757850,0.723727
24,0.391644,0.723744,0.743260,0.703027
25,0.381552,0.660920,0.761021,0.717525
26,0.371361,0.599362,0.794957,0.760120
27,0.362805,0.587877,0.793213,0.757836
28,0.353907,0.763922,0.739137,0.696445
29,0.341376,0.639646,0.765144,0.735252
30,0.332542,0.685555,0.774818,0.738332
31,0.325392,0.512152,0.807485,0.773940
32,0.316554,0.584175,0.781002,0.750978
33,0.309584,1.048542,0.721218,0.679571
34,0.305484,0.733987,0.749445,0.710869
35,0.294077,0.611163,0.804948,0.769628
36,0.293628,0.682534,0.788455,0.757501
37,0.278711,0.728030,0.775135,0.738534
38,0.279052,0.684672,0.799080,0.766408
39,0.273632,0.645678,0.779734,0.745150
40,0.265953,0.696705,0.780685,0.746456
41,0.247812,0.724589,0.800666,0.765998
42,0.251072,0.582341,0.795592,0.764376
43,0.252154,0.664112,0.783698,0.753073
44,0.245558,0.632630,0.777989,0.744772
45,0.243371,0.596742,0.799556,0.767791
46,0.245215,0.773580,0.792261,0.757924
47,0.246780,0.912156,0.746591,0.704573
48,0.241049,0.692052,0.777672,0.741049
49,0.244506,0.646438,0.792578,0.760738
50,0.241240,0.961468,0.734856,0.686532
51,0.245157,0.933764,0.750079,0.710467
52,0.242376,0.736546,0.768633,0.736585
53,0.238763,1.016198,0.722169,0.681405
54,0.239194,0.771755,0.798129,0.767120
55,0.241595,0.641016,0.783539,0.746290
56,0.237566,0.578094,0.820806,0.792189
57,0.240093,0.803956,0.756105,0.726435
58,0.240483,0.647044,0.799715,0.768683
